"","OxyElectrode 1 Last (V)","OxyElectrode 1 Ave. (V)","OxyElectrode 1 Min. (V)","OxyElectrode 1 Max. (V)","OxyElectrode 2 Last (V)","OxyElectrode 2 Ave. (V)","OxyElectrode 2 Min. (V)","OxyElectrode 2 Max. (V)","OxyElectrode 3 Last (V)","OxyElectrode 3 Ave. (V)","OxyElectrode 3 Min. (V)","OxyElectrode 3 Max. (V)"
"191:40:54","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.18","0.18","0.18","0.18"
"191:40:55","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:40:56","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:40:57","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:40:58","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:40:59","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:00","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:02","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:03","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:04","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:05","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:06","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:07","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:08","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:09","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:10","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:11","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:12","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:13","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:14","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:15","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:16","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:17","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:18","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:19","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:20","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:21","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:22","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:23","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:24","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:25","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:26","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:27","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:28","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:29","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:30","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:31","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:32","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:33","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:34","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:35","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:36","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:37","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:38","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:39","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:40","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:41","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:42","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:43","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:44","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:45","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:46","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:47","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:48","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:49","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:50","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:51","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:52","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:53","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:54","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:55","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:56","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:57","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:58","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:41:59","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:00","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:02","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:03","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:04","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:05","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:06","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:07","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:08","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:09","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:10","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:11","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:12","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.17","0.17","0.17","0.17"
"191:42:13","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:14","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:15","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:16","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:17","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:18","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:19","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:20","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:21","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:22","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:23","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:24","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:25","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:26","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:27","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:28","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:29","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:30","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:31","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:32","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:33","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:34","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:35","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:36","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:37","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:38","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:39","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:40","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:41","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:42","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:43","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:44","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:45","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:46","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:47","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:48","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:49","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:50","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:51","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:52","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:53","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:54","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:55","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:56","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:57","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:58","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:42:59","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:00","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:02","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:03","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:04","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:05","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:06","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:07","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:08","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:09","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:10","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:11","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:12","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:13","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:14","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:15","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:16","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:17","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:18","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:19","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:20","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:21","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:22","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:23","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:24","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:25","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:26","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:27","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:28","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:29","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:30","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:31","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:32","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:33","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:34","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:35","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:36","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:37","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:38","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:39","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:40","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:41","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:42","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:43","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:44","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:45","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:46","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:47","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:48","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:49","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:50","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:51","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:52","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:53","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:54","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:55","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:56","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:57","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:58","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:43:59","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:00","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:02","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:03","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:04","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:05","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:06","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:07","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:08","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:09","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:10","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:11","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:12","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:13","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:14","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:15","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:16","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:17","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:18","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:19","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:20","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:21","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:22","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:23","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:24","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:25","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:26","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:27","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:28","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:29","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:30","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
"191:44:31","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.16","0.16","0.16","0.16"
